Genome	Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level
GCA_000454945.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS021	SGBS021	20122	SAMN01774143 	PRJNA177834	Terrabacteria group	Firmicutes	GCA_000454945.1 	2.09793	35.4	-	AUWC01	19	2099	2015	2013/08/26	2015/08/10	Contig
GCA_000454965.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS022	SGBS022	20122	SAMN01774144 	PRJNA177835	Terrabacteria group	Firmicutes	GCA_000454965.1 	2.14643	35.3	-	AUWD01	26	2141	2070	2013/08/26	2015/08/10	Contig
GCA_000454985.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS026	SGBS026	20122	SAMN01774146 	PRJNA177837	Terrabacteria group	Firmicutes	GCA_000454985.1 	2.07749	35.3	-	AUWF01	25	2065	1990	2013/08/26	2015/08/10	Contig
GCA_000455005.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS025	SGBS025	20122	SAMN01774145 	PRJNA177836	Terrabacteria group	Firmicutes	GCA_000455005.1 	2.06716	35.3	-	AUWE01	25	2053	1983	2013/08/26	2015/08/10	Contig
GCA_000455025.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS030	SGBS030	20122	SAMN01774149 	PRJNA177840	Terrabacteria group	Firmicutes	GCA_000455025.1 	2.08002	35.3	-	AUWI01	24	2065	1989	2013/08/26	2015/08/10	Contig
GCA_000455045.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS007	SGBS007	20122	SAMN01774137 	PRJNA177828	Terrabacteria group	Firmicutes	GCA_000455045.1 	2.06002	35.3	-	AUVW01	18	2045	1979	2013/08/26	2015/08/10	Contig
GCA_000455065.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS010	SGBS010	20122	SAMN01774138 	PRJNA177829	Terrabacteria group	Firmicutes	GCA_000455065.1 	2.06679	35.3	-	AUVX01	26	2055	1982	2013/08/26	2015/08/10	Contig
GCA_000455085.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS027	SGBS027	20122	SAMN01774147 	PRJNA177838	Terrabacteria group	Firmicutes	GCA_000455085.1 	2.07101	35.3	-	AUWG01	22	2060	1985	2013/08/26	2015/08/10	Contig
GCA_000455105.1_Final_Assembly_genomic.fna	Streptococcus agalactiae SGBS029	SGBS029	20122	SAMN01774148 	PRJNA177839	Terrabacteria group	Firmicutes	GCA_000455105.1 	2.06451	35.3	-	AUWH01	22	2048	1979	2013/08/26	2015/08/10	Contig
GCA_000510405.1_SaBV3L5v1.0_genomic.fna	Streptococcus agalactiae BV3L5	BV3L5	20122	SAMN00829147 	PRJNA89643	Terrabacteria group	Firmicutes	GCA_000510405.1 	2.13965	35.5	-	AZIR01	69	2133	2065	2013/12/18	2015/08/11	Contig
GCA_000736485.1_ASM73648v1_genomic.fna	Streptococcus agalactiae	NGS-ED-1000	20122	SAMN02934115 	PRJNA255947	Terrabacteria group	Firmicutes	GCA_000736485.1 	2.17378	35.6	-	JPOV01	8	2152	2065	2014/07/30	2015/08/07	Contig
GCA_000825945.1_Bangui-IP-6_genomic.fna	Streptococcus agalactiae	Bangui-IP-6	20122	SAMEA2803882 	PRJEB7452	Terrabacteria group	Firmicutes	GCA_000825945.1 	2.03042	35.2	-	CDEN01	104	2004	1941	2014/12/05	2015/08/19	Contig
GCA_000825965.1_Bangui-IP-59_genomic.fna	Streptococcus agalactiae	Bangui-IP-59	20122	SAMEA2803883 	PRJEB7452	Terrabacteria group	Firmicutes	GCA_000825965.1 	2.05626	35.3	-	CDEP01	65	2007	1960	2014/12/05	2015/08/18	Contig
GCA_000825985.1_Bangui-IP-105_genomic.fna	Streptococcus agalactiae	Bangui-IP-105	20122	SAMEA2803884 	PRJEB7452	Terrabacteria group	Firmicutes	GCA_000825985.1 	2.02444	35.3	-	CDEQ01	52	2002	1958	2014/12/05	2015/08/18	Contig
GCA_000826005.1_CCH210145919_genomic.fna	Streptococcus agalactiae	CCH210145919	20122	SAMEA2803885 	PRJEB7452	Terrabacteria group	Firmicutes	GCA_000826005.1 	2.0097	35.3	-	CDEO01	99	1972	1908	2014/12/05	2015/08/18	Contig
GCA_000826025.1_Madagascar-IP-47_genomic.fna	Streptococcus agalactiae	Madagascar-IP-47	20122	SAMEA2803886 	PRJEB7452	Terrabacteria group	Firmicutes	GCA_000826025.1 	2.04834	35.2	-	CCYF01	70	2002	1956	2014/12/05	2015/08/18	Contig
GCA_001010325.1_ASM101032v1_genomic.fna	Streptococcus agalactiae	DK-PW-162	20122	SAMN03435033 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001010325.1 	2.06991	35.5	-	LCTR01	38	2069	1968	2015/05/19	2016/01/26	Contig
GCA_001010335.1_ASM101033v1_genomic.fna	Streptococcus agalactiae	DK-PW-097	20122	SAMN03435032 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001010335.1 	1.98573	35.1	-	LCTQ01	18	1981	1905	2015/05/19	2016/01/26	Contig
GCA_001010345.1_ASM101034v1_genomic.fna	Streptococcus agalactiae	ES-NI-001	20122	SAMN03435034 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001010345.1 	2.03257	35.4	-	LCTS01	35	2020	1913	2015/05/19	2015/08/20	Contig
GCA_001015415.1_ASM101541v1_genomic.fna	Streptococcus agalactiae	GB-PW-087	20122	SAMN03435066 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015415.1 	2.08029	35.5	-	LCXB01	35	2073	1979	2015/06/01	2016/01/27	Contig
GCA_001015425.1_ASM101542v1_genomic.fna	Streptococcus agalactiae	GB-PW-094	20122	SAMN03435069 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015425.1 	2.04268	35.2	-	LCXE01	17	2044	1966	2015/06/01	2015/08/20	Contig
GCA_001015435.1_ASM101543v1_genomic.fna	Streptococcus agalactiae	GB-PW-097	20122	SAMN03435070 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015435.1 	2.17145	35.4	-	LCXF01	25	2195	2119	2015/06/01	2015/08/20	Contig
GCA_001015445.1_ASM101544v1_genomic.fna	Streptococcus agalactiae	GB-PW-088	20122	SAMN03435067 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015445.1 	2.19687	35.7	-	LCXC01	42	2236	2105	2015/06/01	2015/08/20	Contig
GCA_001015495.1_ASM101549v1_genomic.fna	Streptococcus agalactiae	GB-PW-106	20122	SAMN03435071 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015495.1 	1.94843	35.1	-	LCXG01	25	1946	1886	2015/06/01	2016/01/26	Contig
GCA_001015505.1_ASM101550v1_genomic.fna	Streptococcus agalactiae	GB-PW-091	20122	SAMN03435068 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015505.1 	2.06259	35.3	-	LCXD01	24	2082	2004	2015/06/01	2015/08/20	Contig
GCA_001015525.1_ASM101552v1_genomic.fna	Streptococcus agalactiae	GB-PW-110	20122	SAMN03435072 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015525.1 	2.16046	35.4	-	LCXH01	14	2195	2107	2015/06/01	2015/08/20	Contig
GCA_001015555.1_ASM101555v1_genomic.fna	Streptococcus agalactiae	IT-NI-023	20122	SAMN03435074 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015555.1 	2.0222	35.2	-	LCXI01	15	2028	1940	2015/06/01	2015/08/20	Contig
GCA_001015575.1_ASM101557v1_genomic.fna	Streptococcus agalactiae	IT-NI-001	20122	SAMN03435073 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015575.1 	2.03857	35.5	-	LCZL01	33	2021	1890	2015/06/01	2015/08/20	Contig
GCA_001015595.1_ASM101559v1_genomic.fna	Streptococcus agalactiae	IT-NI-025	20122	SAMN03435075 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015595.1 	2.08555	35.3	-	LCXJ01	23	2100	2013	2015/06/01	2015/08/20	Contig
GCA_001015605.1_ASM101560v1_genomic.fna	Streptococcus agalactiae	IT-PW-0057	20122	SAMN03435076 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015605.1 	2.07435	35	-	LCXK01	23	2055	1975	2015/06/01	2016/01/26	Contig
GCA_001015615.1_ASM101561v1_genomic.fna	Streptococcus agalactiae	IT-PW-0059	20122	SAMN03435077 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015615.1 	2.0017	35.3	-	LCXL01	23	2014	1924	2015/06/01	2016/01/26	Contig
GCA_001015655.1_ASM101565v1_genomic.fna	Streptococcus agalactiae	IT-PW-0063	20122	SAMN03435078 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015655.1 	2.00029	35.2	-	LCXM01	31	1974	1865	2015/06/01	2016/01/26	Contig
GCA_001015675.1_ASM101567v1_genomic.fna	Streptococcus agalactiae	IT-PW-0070	20122	SAMN03435079 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015675.1 	2.05933	35.4	-	LCXN01	43	2049	1978	2015/06/01	2016/01/26	Contig
GCA_001015685.1_ASM101568v1_genomic.fna	Streptococcus agalactiae	IT-PW-0085	20122	SAMN03435080 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015685.1 	1.94101	35.1	-	LCXO01	18	1927	1847	2015/06/01	2016/01/26	Contig
GCA_001015695.1_ASM101569v1_genomic.fna	Streptococcus agalactiae	IT-PW-055	20122	SAMN03435082 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015695.1 	2.07909	35.3	-	LCXQ01	27	2100	2013	2015/06/01	2015/08/20	Contig
GCA_001015735.1_ASM101573v1_genomic.fna	Streptococcus agalactiae	IT-PW-0094	20122	SAMN03435081 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015735.1 	2.00532	35.3	-	LCXP01	37	2000	1897	2015/06/01	2016/01/26	Contig
GCA_001015755.1_ASM101575v1_genomic.fna	Streptococcus agalactiae	294206	20122	SAMN03435086 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015755.1 	2.11058	35.3	-	LCXU01	24	2123	2039	2015/06/01	2015/08/20	Contig
GCA_001015765.1_ASM101576v1_genomic.fna	Streptococcus agalactiae	B848	20122	SAMN03435084 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015765.1 	2.14485	35.3	-	LCXS01	32	2143	2058	2015/06/01	2015/08/20	Contig
GCA_001015775.1_ASM101577v1_genomic.fna	Streptococcus agalactiae	090R_799	20122	SAMN03435083 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015775.1 	2.04188	35.2	-	LCXR01	20	2034	1947	2015/06/01	2015/08/20	Contig
GCA_001015815.1_ASM101581v1_genomic.fna	Streptococcus agalactiae	290183	20122	SAMN03435085 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015815.1 	1.97989	35.2	-	LCXT01	19	1972	1870	2015/06/01	2015/08/20	Contig
GCA_001015835.1_ASM101583v1_genomic.fna	Streptococcus agalactiae	299693	20122	SAMN03435087 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015835.1 	2.11012	35.3	-	LCXV01	32	2118	1989	2015/06/01	2015/08/20	Contig
GCA_001015845.1_ASM101584v1_genomic.fna	Streptococcus agalactiae	309185	20122	SAMN03435088 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015845.1 	2.00162	35.3	-	LCXW01	18	1990	1901	2015/06/01	2015/11/02	Contig
GCA_001015875.1_ASM101587v1_genomic.fna	Streptococcus agalactiae	312754	20122	SAMN03435089 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015875.1 	2.04554	35.2	-	LCXX01	18	2047	1955	2015/06/01	2015/08/20	Contig
GCA_001015895.1_ASM101589v1_genomic.fna	Streptococcus agalactiae	325662	20122	SAMN03435090 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015895.1 	2.04271	35.2	-	LCXY01	18	2043	1963	2015/06/01	2015/08/20	Contig
GCA_001015915.1_ASM101591v1_genomic.fna	Streptococcus agalactiae	SH0986	20122	SAMN03435113 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015915.1 	2.19852	35.4	-	LDAH01	43	2219	2107	2015/06/01	2015/08/20	Contig
GCA_001015925.1_ASM101592v1_genomic.fna	Streptococcus agalactiae	343959	20122	SAMN03435091 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015925.1 	2.01342	35.2	-	LCXZ01	19	2022	1936	2015/06/01	2015/08/20	Contig
GCA_001015955.1_ASM101595v1_genomic.fna	Streptococcus agalactiae	SH0668	20122	SAMN03435111 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015955.1 	2.01302	35.2	-	LDAF01	18	2014	1924	2015/06/01	2015/08/20	Contig
GCA_001015965.1_ASM101596v1_genomic.fna	Streptococcus agalactiae	383728	20122	SAMN03435093 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015965.1 	2.0891	35.3	-	LCZN01	22	2091	1998	2015/06/01	2015/08/20	Contig
GCA_001015995.1_ASM101599v1_genomic.fna	Streptococcus agalactiae	384541	20122	SAMN03435094 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001015995.1 	2.10535	35.3	-	LCZO01	22	2112	2025	2015/06/01	2015/08/20	Contig
GCA_001016005.1_ASM101600v1_genomic.fna	Streptococcus agalactiae	404288	20122	SAMN03435095 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016005.1 	2.00823	35.2	-	LCZP01	21	2024	1929	2015/06/01	2015/08/20	Contig
GCA_001016035.1_ASM101603v1_genomic.fna	Streptococcus agalactiae	418136	20122	SAMN03435097 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016035.1 	2.17064	35.3	-	LCZR01	38	2179	2059	2015/06/01	2015/08/20	Contig
GCA_001016045.1_ASM101604v1_genomic.fna	Streptococcus agalactiae	426748	20122	SAMN03435099 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016045.1 	2.05186	35.3	-	LCZT01	24	2076	1987	2015/06/01	2015/08/20	Contig
GCA_001016065.1_ASM101606v1_genomic.fna	Streptococcus agalactiae	AH20834	20122	SAMN03435101 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016065.1 	2.12999	35.5	-	LCZV01	26	2151	2064	2015/06/01	2015/08/20	Contig
GCA_001016095.1_ASM101609v1_genomic.fna	Streptococcus agalactiae	408523	20122	SAMN03435096 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016095.1 	2.16264	35.3	-	LCZQ01	21	2182	2082	2015/06/01	2015/08/20	Contig
GCA_001016115.1_ASM101611v1_genomic.fna	Streptococcus agalactiae	418849	20122	SAMN03435098 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016115.1 	2.178	35.5	-	LCZS01	50	2205	2077	2015/06/01	2015/08/20	Contig
GCA_001016125.1_ASM101612v1_genomic.fna	Streptococcus agalactiae	ML30419	20122	SAMN03435102 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016125.1 	2.07117	35.5	-	LCZW01	32	2088	1962	2015/06/01	2015/08/20	Contig
GCA_001016135.1_ASM101613v1_genomic.fna	Streptococcus agalactiae	446329	20122	SAMN03435100 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016135.1 	2.19187	35.5	-	LCZU01	37	2235	2147	2015/06/01	2015/08/20	Contig
GCA_001016175.1_ASM101617v1_genomic.fna	Streptococcus agalactiae	SH0396	20122	SAMN03435106 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016175.1 	2.14833	35.4	-	LDAA01	33	2159	2050	2015/06/01	2015/08/20	Contig
GCA_001016195.1_ASM101619v1_genomic.fna	Streptococcus agalactiae	SH0655	20122	SAMN03435108 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016195.1 	2.13967	35.4	-	LDAC01	34	2144	2040	2015/06/01	2015/08/20	Contig
GCA_001016205.1_ASM101620v1_genomic.fna	Streptococcus agalactiae	SH0519	20122	SAMN03435107 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016205.1 	2.14486	35.4	-	LDAB01	33	2162	2051	2015/06/01	2015/08/20	Contig
GCA_001016215.1_ASM101621v1_genomic.fna	Streptococcus agalactiae	SH0702	20122	SAMN03435112 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016215.1 	2.12013	35.1	-	LDAG01	25	2132	2052	2015/06/01	2015/08/20	Contig
GCA_001016255.1_ASM101625v1_genomic.fna	Streptococcus agalactiae	SH1287	20122	SAMN03435114 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016255.1 	1.97069	35.2	-	LDAI01	18	1960	1875	2015/06/01	2015/08/20	Contig
GCA_001016265.1_ASM101626v1_genomic.fna	Streptococcus agalactiae	SH1370	20122	SAMN03435115 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016265.1 	2.12047	35.3	-	LDAJ01	29	2125	2035	2015/06/01	2015/08/20	Contig
GCA_001016285.1_ASM101628v1_genomic.fna	Streptococcus agalactiae	SH3115	20122	SAMN03435118 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016285.1 	1.99366	35.3	-	LDAM01	33	1980	1868	2015/06/01	2015/08/20	Contig
GCA_001016295.1_ASM101629v1_genomic.fna	Streptococcus agalactiae	SH3683	20122	SAMN03435120 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016295.1 	2.02382	35.2	-	LDAO01	20	2040	1948	2015/06/01	2015/08/22	Contig
GCA_001016335.1_ASM101633v1_genomic.fna	Streptococcus agalactiae	379415	20122	SAMN03435092 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016335.1 	2.09085	35.3	-	LDAP01	34	2076	1931	2015/06/01	2015/08/20	Contig
GCA_001016355.1_ASM101635v1_genomic.fna	Streptococcus agalactiae	SH0248	20122	SAMN03435104 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016355.1 	2.04119	35.2	-	LCZY01	32	2017	1888	2015/06/01	2015/08/20	Contig
GCA_001016375.1_ASM101637v1_genomic.fna	Streptococcus agalactiae	ML41151	20122	SAMN03435103 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016375.1 	2.16549	35.4	-	LCZX01	38	2188	2088	2015/06/01	2015/08/20	Contig
GCA_001016385.1_ASM101638v1_genomic.fna	Streptococcus agalactiae	SH0334	20122	SAMN03435105 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016385.1 	2.13745	35.4	-	LCZZ01	32	2136	2053	2015/06/01	2015/08/20	Contig
GCA_001016415.1_ASM101641v1_genomic.fna	Streptococcus agalactiae	SH2898	20122	SAMN03435117 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016415.1 	2.05531	35.3	-	LDAL01	24	2054	1972	2015/06/01	2015/08/20	Contig
GCA_001016435.1_ASM101643v1_genomic.fna	Streptococcus agalactiae	SH2515	20122	SAMN03435116 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016435.1 	2.12439	35.4	-	LDAK01	25	2134	2054	2015/06/01	2015/08/20	Contig
GCA_001016445.1_ASM101644v1_genomic.fna	Streptococcus agalactiae	SH3601	20122	SAMN03435119 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016445.1 	2.20203	35.4	-	LDAN01	41	2220	2104	2015/06/01	2015/08/20	Contig
GCA_001016465.1_ASM101646v1_genomic.fna	Streptococcus agalactiae	GB-PW-081	20122	SAMN03435065 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016465.1 	2.10113	35.3	-	LCXA01	24	2106	2031	2015/06/01	2016/01/26	Contig
GCA_001016495.1_ASM101649v1_genomic.fna	Streptococcus agalactiae	GB-PW-035	20122	SAMN03435059 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016495.1 	2.06311	35.5	-	LCVZ01	34	2062	1973	2015/06/01	2016/01/26	Contig
GCA_001016515.1_ASM101651v1_genomic.fna	Streptococcus agalactiae	GB-PW-013	20122	SAMN03435057 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016515.1 	2.03801	35.2	-	LCVX01	22	2031	1969	2015/06/01	2016/01/26	Contig
GCA_001016525.1_ASM101652v1_genomic.fna	Streptococcus agalactiae	GB-PW-021	20122	SAMN03435058 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016525.1 	2.04758	35.2	-	LCVY01	25	2074	1994	2015/06/01	2015/08/20	Contig
GCA_001016545.1_ASM101654v1_genomic.fna	Streptococcus agalactiae	ES-NI-003	20122	SAMN03435035 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016545.1 	2.10364	35.5	-	LCUU01	34	2113	1997	2015/06/01	2015/08/20	Contig
GCA_001016575.1_ASM101657v1_genomic.fna	Streptococcus agalactiae	ES-PW-008	20122	SAMN03435038 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016575.1 	2.1841	35.3	-	LCUX01	35	2197	2106	2015/06/01	2015/08/20	Contig
GCA_001016595.1_ASM101659v1_genomic.fna	Streptococcus agalactiae	ES-PW-004	20122	SAMN03435037 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016595.1 	2.1269	35.3	-	LCUW01	22	2141	2048	2015/06/01	2015/08/20	Contig
GCA_001016615.1_ASM101661v1_genomic.fna	Streptococcus agalactiae	ES-PW-033	20122	SAMN03435039 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016615.1 	2.15312	35.2	-	LCUY01	40	2130	2040	2015/06/01	2016/01/26	Contig
GCA_001016625.1_ASM101662v1_genomic.fna	Streptococcus agalactiae	ES-PW-063	20122	SAMN03435042 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016625.1 	2.25114	35.5	-	LCVB01	39	2245	2140	2015/06/01	2015/08/20	Contig
GCA_001016655.1_ASM101665v1_genomic.fna	Streptococcus agalactiae	ES-PW-034	20122	SAMN03435040 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016655.1 	1.95092	35.1	-	LCUZ01	36	1907	1815	2015/06/01	2016/01/27	Contig
GCA_001016675.1_ASM101667v1_genomic.fna	Streptococcus agalactiae	ES-PW-043	20122	SAMN03435041 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016675.1 	1.98426	35.2	-	LCVA01	18	1976	1896	2015/06/01	2015/08/20	Contig
GCA_001016695.1_ASM101669v1_genomic.fna	Streptococcus agalactiae	ES-NI-010	20122	SAMN03435036 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016695.1 	2.13795	35.4	-	LCUV01	35	2139	2034	2015/06/01	2015/08/20	Contig
GCA_001016715.1_ASM101671v1_genomic.fna	Streptococcus agalactiae	ES-PW-085	20122	SAMN03435045 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016715.1 	2.06186	35.5	-	LCVE01	40	2061	1958	2015/06/01	2015/08/20	Contig
GCA_001016725.1_ASM101672v1_genomic.fna	Streptococcus agalactiae	ES-PW-068	20122	SAMN03435043 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016725.1 	2.01527	35.2	-	LCVC01	17	2030	1947	2015/06/01	2015/08/20	Contig
GCA_001016755.1_ASM101675v1_genomic.fna	Streptococcus agalactiae	ES-PW-118	20122	SAMN03435048 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016755.1 	2.12683	35.3	-	LCVO01	42	2129	2031	2015/06/01	2016/01/26	Contig
GCA_001016775.1_ASM101677v1_genomic.fna	Streptococcus agalactiae	ES-PW-087	20122	SAMN03435046 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016775.1 	2.05722	35.2	-	LCVF01	25	2034	1965	2015/06/01	2016/01/26	Contig
GCA_001016795.1_ASM101679v1_genomic.fna	Streptococcus agalactiae	ES-PW-088	20122	SAMN03435047 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016795.1 	2.04149	35.3	-	LCVN01	34	2045	1923	2015/06/01	2015/08/20	Contig
GCA_001016815.1_ASM101681v1_genomic.fna	Streptococcus agalactiae	ES-PW-153	20122	SAMN03435051 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016815.1 	2.01567	35.2	-	LCVR01	19	2006	1934	2015/06/01	2015/08/20	Contig
GCA_001016835.1_ASM101683v1_genomic.fna	Streptococcus agalactiae	ES-PW-121	20122	SAMN03435049 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016835.1 	2.08032	35.4	-	LCVP01	18	2087	2012	2015/06/01	2015/08/20	Contig
GCA_001016855.1_ASM101685v1_genomic.fna	Streptococcus agalactiae	ES-PW-124	20122	SAMN03435050 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016855.1 	2.03173	35.2	-	LCVQ01	19	2047	1962	2015/06/01	2015/08/20	Contig
GCA_001016875.1_ASM101687v1_genomic.fna	Streptococcus agalactiae	ES-PW-156	20122	SAMN03435052 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016875.1 	2.15884	35.3	-	LCVS01	45	2169	2053	2015/06/01	2015/08/20	Contig
GCA_001016895.1_ASM101689v1_genomic.fna	Streptococcus agalactiae	ES-PW-160	20122	SAMN03435053 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016895.1 	2.18074	35.4	-	LCVT01	40	2211	2104	2015/06/01	2015/08/20	Contig
GCA_001016915.1_ASM101691v1_genomic.fna	Streptococcus agalactiae	ES-PW-195	20122	SAMN03435056 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016915.1 	2.04285	35.3	-	LCVW01	81	2058	1948	2015/06/01	2016/01/27	Contig
GCA_001016935.1_ASM101693v1_genomic.fna	Streptococcus agalactiae	ES-PW-174	20122	SAMN03435054 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016935.1 	2.05794	35.4	-	LCVU01	15	2053	1976	2015/06/01	2016/01/26	Contig
GCA_001016955.1_ASM101695v1_genomic.fna	Streptococcus agalactiae	ES-PW-181	20122	SAMN03435055 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016955.1 	2.02881	35.3	-	LCVV01	44	2019	1914	2015/06/01	2015/08/20	Contig
GCA_001016965.1_ASM101696v1_genomic.fna	Streptococcus agalactiae	GB-PW-049	20122	SAMN03435061 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016965.1 	2.0971	35.4	-	LCWB01	36	2132	2020	2015/06/01	2015/08/20	Contig
GCA_001016995.1_ASM101699v1_genomic.fna	Streptococcus agalactiae	GB-PW-041	20122	SAMN03435060 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001016995.1 	2.05509	35.5	-	LCWA01	35	2063	1980	2015/06/01	2016/01/26	Contig
GCA_001017015.1_ASM101701v1_genomic.fna	Streptococcus agalactiae	GB-PW-075	20122	SAMN03435064 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017015.1 	2.0944	35.5	-	LCWE01	25	2098	2006	2015/06/01	2015/08/20	Contig
GCA_001017035.1_ASM101703v1_genomic.fna	Streptococcus agalactiae	GB-PW-051	20122	SAMN03435062 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017035.1 	2.11868	35.5	-	LCWC01	36	2131	2037	2015/06/01	2015/08/20	Contig
GCA_001017045.1_ASM101704v1_genomic.fna	Streptococcus agalactiae	GB-PW-067	20122	SAMN03435063 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017045.1 	2.09264	35.2	-	LCWD01	33	2109	2042	2015/06/01	2016/01/26	Contig
GCA_001017075.1_ASM101707v1_genomic.fna	Streptococcus agalactiae	SH0657	20122	SAMN03435109 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017075.1 	2.04403	35.3	-	LDAD01	18	2040	1961	2015/06/01	2015/08/20	Contig
