Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-001592385-protein1329.fasta	GCA_001592385	CP010874.1	1364283	1366065	1329		
GCA-001190885-protein3748.fasta	GCA_001190885	CP011329.1	1970445	1971153	3748	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9166F
GCA-000427075-protein3945.fasta	GCA_000427075	HF952105.1	1939405	1940611	3945	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E7D8
GCA-001026925-protein793.fasta	GCA_001026925	CP010867.1	836361	837309	793	Competence protein CoiA, putative	http://purl.uniprot.org/uniprot/F8XZU5
GCA-000007265-protein346.fasta	GCA_000007265	AE009948.1	370930	371842	346	PTS system, mannose-specific IID component	http://purl.uniprot.org/uniprot/F8XYL2
GCA-001592385-protein1013.fasta	GCA_001592385	CP010874.1	1044888	1045875	1013	MsnO8 family LLM class oxidoreductase	http://purl.uniprot.org/uniparc/UPI00005BB317
GCA-001592385-protein1237.fasta	GCA_001592385	CP010874.1	1271444	1273214	1237	Lipid A export ATP-bindingpermease protein MsbA	http://purl.uniprot.org/uniprot/A0A0E1EI75
GCA-000831105-protein383.fasta	GCA_000831105	CP007572.1	406734	407256	383	GNAT family acetyltransferase	http://purl.uniprot.org/uniprot/A0A076Z2C9
GCA-000427035-protein2399.fasta	GCA_000427035	HF952104.1	628022	628532	2399	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1VWU9
GCA-000427075-protein3308.fasta	GCA_000427075	HF952105.1	1301223	1302111	3308	IFN-response-binding factor 1	http://purl.uniprot.org/uniparc/UPI000332DE19
GCA-001026925-protein855.fasta	GCA_001026925	CP010867.1	901054	901912	855	DNA/RNA non-specific endonuclease	http://purl.uniprot.org/uniprot/E7S4P9
GCA-001190865-protein1222.fasta	GCA_001190865	CP011328.1	1210072	1210642	1222	Signal peptidase I	http://purl.uniprot.org/uniprot/E7S3G4
GCA-000007265-protein1217.fasta	GCA_000007265	AE009948.1	1261036	1261399	1217	Tn5252, Orf 10 protein	http://purl.uniprot.org/uniprot/Q8DZ65
GCA-000782855-protein2360.fasta	GCA_000782855	CP006910.1	400752	401127	2360	Mobilization protein	http://purl.uniprot.org/uniprot/A0A1J7VYJ1
GCA-000007265-protein760.fasta	GCA_000007265	AE009948.1	776581	776848	760	UPF0213 protein SAK_0903	http://purl.uniprot.org/uniprot/Q3K1S8
GCA-000196055-protein391.fasta	GCA_000196055	AL732656.1	400054	400312	391	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CM60
GCA-000007265-protein745.fasta	GCA_000007265	AE009948.1	758980	759739	745	Triosephosphate isomerase	http://purl.uniprot.org/uniprot/E7S505
GCA-000689235-protein581.fasta	GCA_000689235	HG939456.1	611116	611422	581	CylX protein	http://purl.uniprot.org/uniprot/F8XZA2
GCA-000196055-protein476.fasta	GCA_000196055	AL732656.1	497011	500392	476	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E6U1
GCA-000831125-protein2790.fasta	GCA_000831125	CP007571.1	673952	676286	2790	TrsE-like protein	http://purl.uniprot.org/uniprot/A0A076Z3Z8
GCA-001190885-protein3056.fasta	GCA_001190885	CP011329.1	1262003	1262369	3056	Bacterial mobilization protein	http://purl.uniprot.org/uniprot/A8D7Q4
GCA-001275545-protein2406.fasta	GCA_001275545	CP012419.2	494784	496269	2406	UDP-glucose--hexose-1-phosphate uridylyltransferase	http://purl.uniprot.org/uniparc/UPI00005C8294
GCA-001592385-protein1814.fasta	GCA_001592385	CP010874.1	1862457	1863339	1814	Phosphate ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A0H1J907
GCA-000782855-protein2548.fasta	GCA_000782855	CP006910.1	575910	576270	2548	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BAFED0
GCA-000831105-protein91.fasta	GCA_000831105	CP007572.1	102942	103164	91	Uncharacterized protein	http://purl.uniprot.org/uniprot/E7S736
GCA-000730255-protein599.fasta	GCA_000730255	CP007632.1	611545	611845	599	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B972CA
GCA-000730215-protein3177.fasta	GCA_000730215	CP007631.2	1223438	1224386	3177	Putative glycosyltransferase CpsIVJ	http://purl.uniprot.org/uniprot/Q93TI5
GCA-000427035-protein2600.fasta	GCA_000427035	HF952104.1	843775	844492	2600	Membrane protein	http://purl.uniprot.org/uniprot/A0A076YS30
GCA-000730215-protein2336.fasta	GCA_000730215	CP007631.2	365526	366300	2336	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	http://purl.uniprot.org/uniprot/Q8E717
GCA-000007265-protein1404.fasta	GCA_000007265	AE009948.1	1455065	1456436	1404	Sugar ABC transporter permease	http://purl.uniprot.org/uniprot/S8FV84
GCA-001266635-protein909.fasta	GCA_001266635	CP010319.1	963543	964509	909	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B932E0
GCA-001026925-protein1916.fasta	GCA_001026925	CP010867.1	1992472	1993024	1916	DNA-3-methyladenine glycosylase I	http://purl.uniprot.org/uniprot/F8Y3S3
GCA-000007265-protein1526.fasta	GCA_000007265	AE009948.1	1579752	1580079	1526	Initiation-control protein YabA	http://purl.uniprot.org/uniprot/Q8DYB5
GCA-000012705-protein3799.fasta	GCA_000012705	CP000114.1	1760152	1760503	3799	Short-chain dehydrogenase	http://purl.uniprot.org/uniprot/A0A0E1ENV5
GCA-000427055-protein224.fasta	GCA_000427055	HF952106.1	237652	238171	224	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DD04
GCA-000831105-protein663.fasta	GCA_000831105	CP007572.1	671152	671464	663	Single-stranded DNA-binding protein	http://purl.uniprot.org/uniprot/A0A1A9E020
GCA-000689235-protein44.fasta	GCA_000689235	HG939456.1	62355	63201	44	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7W329
GCA-001026925-protein188.fasta	GCA_001026925	CP010867.1	208261	209065	188	ATPase	http://purl.uniprot.org/uniprot/A0A1F0C6U3
GCA-001592385-protein1314.fasta	GCA_001592385	CP010874.1	1349449	1350874	1314	polysaccharide biosynthesis protein	http://purl.uniprot.org/uniparc/UPI00030FBC3A
GCA-001592385-protein1665.fasta	GCA_001592385	CP010874.1	1705959	1706970	1665	tRNA N6-adenosine threonylcarbamoyltransferase	http://purl.uniprot.org/uniprot/Q3JZC7
GCA-001592385-protein162.fasta	GCA_001592385	CP010874.1	141611	142010	162	D-ribose pyranase	http://purl.uniprot.org/uniprot/Q3K3R1
GCA-000831145-protein601.fasta	GCA_000831145	CP007570.1	642062	642803	601		
GCA-000730215-protein3349.fasta	GCA_000730215	CP007631.2	1404916	1406179	3349		
GCA-001266635-protein1138.fasta	GCA_001266635	CP010319.1	1191163	1192096	1138	Tagatose-6-phosphate kinase	http://purl.uniprot.org/uniprot/F8Y3B6
GCA-001275545-protein3230.fasta	GCA_001275545	CP012419.2	1340219	1341740	3230	transcriptional regulator	http://purl.uniprot.org/uniparc/UPI00031B09DF
GCA-000689235-protein1184.fasta	GCA_000689235	HG939456.1	1252232	1252673	1184	MarR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7V4G2
GCA-000782855-protein2348.fasta	GCA_000782855	CP006910.1	387918	388512	2348	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VYG1
GCA-000831105-protein1240.fasta	GCA_000831105	CP007572.1	1307216	1307978	1240	Short-chain dehydrogenase	http://purl.uniprot.org/uniprot/A0A1A9E1Q1
GCA-000730255-protein1819.fasta	GCA_000730255	CP007632.1	1884805	1885237	1819	XRE family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1PTX5
GCA-001190885-protein2097.fasta	GCA_001190885	CP011329.1	257943	258417	2097	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1S9Z7C7
GCA-001190885-protein2323.fasta	GCA_001190885	CP011329.1	485320	485716	2323	prepilin peptidase	http://purl.uniprot.org/uniparc/UPI0002BAE13D
GCA-000689235-protein1229.fasta	GCA_000689235	HG939456.1	1297814	1299527	1229	Gly	http://purl.uniprot.org/uniprot/Q3S2X9
GCA-000012705-protein3048.fasta	GCA_000012705	CP000114.1	986387	986834	3048		
GCA-001266635-protein899.fasta	GCA_001266635	CP010319.1	957392	958115	899		
GCA-000730215-protein2618.fasta	GCA_000730215	CP007631.2	627366	627864	2618	Tn916 orf18 protein	http://purl.uniprot.org/uniprot/D7PTS1
GCA-001448985-protein217.fasta	GCA_001448985	CP013202.1	236949	237516	217	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0RCV8
GCA-001275545-protein1993.fasta	GCA_001275545	CP012419.2	85752	86046	1993	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9651C
GCA-000831105-protein1532.fasta	GCA_000831105	CP007572.1	1613049	1614387	1532	Branched-chain amino acid transport system carrier protein	http://purl.uniprot.org/uniprot/S9M617
GCA-001448985-protein583.fasta	GCA_001448985	CP013202.1	607220	607550	583	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E9FE58
GCA-001592385-protein898.fasta	GCA_001592385	CP010874.1	922102	925207	898	DNA polymerase III subunit alpha	http://purl.uniprot.org/uniparc/UPI0003098E8B
GCA-001026925-protein716.fasta	GCA_001026925	CP010867.1	752227	755767	716	Chromosome partition protein Smc	http://purl.uniprot.org/uniprot/S9KWJ1
GCA-001592385-protein2050.fasta	GCA_001592385	CP010874.1	2078982	2080269	2050	Beta-lactamase	http://purl.uniprot.org/uniprot/A0A0H1I5I0
GCA-001592385-protein1470.fasta	GCA_001592385	CP010874.1	1511221	1512391	1470	Cysteine desulfhydrase	http://purl.uniprot.org/uniprot/S9L292
GCA-001655175-protein1852.fasta	GCA_001655175	CP015976.1	1830289	1831216	1852		
GCA-001026925-protein440.fasta	GCA_001026925	CP010867.1	463892	464249	440		
GCA-001592385-protein541.fasta	GCA_001592385	CP010874.1	534975	536256	541	cell division protein FtsZ	http://purl.uniprot.org/uniparc/UPI0002BC334E
GCA-000689235-protein931.fasta	GCA_000689235	HG939456.1	993797	994178	931	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7XDM7
GCA-000427035-protein3810.fasta	GCA_000427035	HF952104.1	2086452	2087847	3810	Virulence-associated protein E	http://purl.uniprot.org/uniprot/E7S1C3
GCA-000782855-protein2349.fasta	GCA_000782855	CP006910.1	388535	388862	2349	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4WBL1
GCA-001592385-protein161.fasta	GCA_001592385	CP010874.1	140117	141596	161	Ribose import ATP-binding protein RbsA	http://purl.uniprot.org/uniprot/Q3K3R2
GCA-000012705-protein3888.fasta	GCA_000012705	CP000114.1	1849049	1849610	3888	Alkyl hydroperoxide reductase, subunit C	http://purl.uniprot.org/uniprot/F8Y307
GCA-000007265-protein1812.fasta	GCA_000007265	AE009948.1	1859045	1859792	1812	DNA replication protein	http://purl.uniprot.org/uniprot/A0A1F0C6X4
GCA-001592385-protein21.fasta	GCA_001592385	CP010874.1	25738	26182	21	YhcH/YjgK/YiaL family protein	http://purl.uniprot.org/uniparc/UPI00005BB1BC
GCA-000689235-protein342.fasta	GCA_000689235	HG939456.1	373199	374012	342	PTS system sorbose-specific iic component	http://purl.uniprot.org/uniprot/E7S670
GCA-001655175-protein328.fasta	GCA_001655175	CP015976.1	340035	340962	328		
GCA-001275545-protein3948.fasta	GCA_001275545	CP012419.2	2049897	2050167	3948	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB0FD8
GCA-001026925-protein867.fasta	GCA_001026925	CP010867.1	920996	922385	867	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	http://purl.uniprot.org/uniprot/S9C8L5
GCA-000831105-protein1216.fasta	GCA_000831105	CP007572.1	1277661	1278372	1216	Zn-dependent protease	http://purl.uniprot.org/uniprot/A0A1A9E1M3
GCA-001552035-protein2781.fasta	GCA_001552035	CP012480.1	724596	725046	2781	DUF4314 domain-containing protein	http://purl.uniprot.org/uniprot/A0A1J7UVY1
GCA-001592385-protein1798.fasta	GCA_001592385	CP010874.1	1847436	1848471	1798	Alanine racemase	http://purl.uniprot.org/uniprot/A0A0H1NVK0
GCA-001552035-protein3478.fasta	GCA_001552035	CP012480.1	1459734	1463892	3478	Peptidase	http://purl.uniprot.org/uniprot/A0A1J7WJI9
GCA-001592385-protein1524.fasta	GCA_001592385	CP010874.1	1564209	1564899	1524	gamma-glutamyl hydrolase	http://purl.uniprot.org/uniparc/UPI0002EDA11E
GCA-000012705-protein2225.fasta	GCA_000012705	CP000114.1	133486	134158	2225	Transcriptional regulator	http://purl.uniprot.org/uniprot/S8G4W3
GCA-001592385-protein1703.fasta	GCA_001592385	CP010874.1	1739404	1740760	1703	membrane protein	http://purl.uniprot.org/uniparc/UPI0002FA5605
GCA-001275545-protein3851.fasta	GCA_001275545	CP012419.2	1961114	1962755	3851	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7X6F4
GCA-001026925-protein817.fasta	GCA_001026925	CP010867.1	860861	862526	817	DNA polymerase III subunit gamma/tau	http://purl.uniprot.org/uniprot/Q8E5Y3
GCA-000689235-protein809.fasta	GCA_000689235	HG939456.1	861138	861510	809	Putative type II DNA modification enzyme	http://purl.uniprot.org/uniprot/X5K3V6
GCA-001552035-protein2752.fasta	GCA_001552035	CP012480.1	691280	692582	2752	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1S1FFB7
GCA-001026925-protein894.fasta	GCA_001026925	CP010867.1	952421	953525	894	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y052
GCA-000782855-protein2540.fasta	GCA_000782855	CP006910.1	571417	572860	2540	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB8070
GCA-001266635-protein1656.fasta	GCA_001266635	CP010319.1	1718009	1719233	1656	Glycine betaine/proline ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8Y2X0
GCA-000831105-protein579.fasta	GCA_000831105	CP007572.1	603450	604257	579	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8FY76
GCA-001266635-protein911.fasta	GCA_001266635	CP010319.1	965502	965742	911		
GCA-001592385-protein578.fasta	GCA_001592385	CP010874.1	573977	575102	578	tRNA epoxyqueuosine(34) reductase QueG	http://purl.uniprot.org/uniparc/UPI0003149F67
GCA-001592385-protein2005.fasta	GCA_001592385	CP010874.1	2029709	2031692	2005	DHH family phosphoesterase	http://purl.uniprot.org/uniparc/UPI00005BB4E6
GCA-000782855-protein3243.fasta	GCA_000782855	CP006910.1	1304816	1305527	3243	Macrolide ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9B8W0
GCA-001592385-protein1231.fasta	GCA_001592385	CP010874.1	1264215	1266033	1231	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0002BC6C53
GCA-000012705-protein3311.fasta	GCA_000012705	CP000114.1	1255747	1258993	3311	hyaluronate lyase	http://purl.uniprot.org/uniparc/UPI00005BB35B
GCA-000782855-protein2355.fasta	GCA_000782855	CP006910.1	393802	395848	2355	VirD4 protein domain protein	http://purl.uniprot.org/uniprot/S4WBK8
GCA-000012705-protein2175.fasta	GCA_000012705	CP000114.1	82854	83253	2175	30S ribosomal protein S8	http://purl.uniprot.org/uniprot/Q3K3V5
GCA-000196055-protein389.fasta	GCA_000196055	AL732656.1	397050	397509	389	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8FPR2
GCA-000196055-protein369.fasta	GCA_000196055	AL732656.1	386599	386929	369	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CM59
GCA-001190885-protein3120.fasta	GCA_001190885	CP011329.1	1333908	1336137	3120	DUF4366 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00067BF800
GCA-001552035-protein2533.fasta	GCA_001552035	CP012480.1	465081	465666	2533	GNAT family N-acetyltransferase	http://purl.uniprot.org/uniprot/A0A1J7XD78
GCA-000007265-protein977.fasta	GCA_000007265	AE009948.1	1017195	1018224	977	Iron chelate uptake ABC transporter, iron chelate-binding protein	http://purl.uniprot.org/uniprot/F8Y0C3
GCA-000196055-protein240.fasta	GCA_000196055	AL732656.1	257877	258660	240	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B9
GCA-000302475-protein1802.fasta	GCA_000302475	CP003919.1	1814917	1817500	1802		
GCA-001190825-protein1856.fasta	GCA_001190825	CP011326.1	1934715	1935927	1856	Phosphopentomutase 2	http://purl.uniprot.org/uniprot/Q3JYQ5
GCA-001683515-protein3629.fasta	GCA_001683515	CP016391.1	1819038	1819653	3629	nitroreductase	http://purl.uniprot.org/uniparc/UPI0008073F1E
GCA-000007265-protein217.fasta	GCA_000007265	AE009948.1	236801	237236	217	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E1X6
GCA-001592385-protein163.fasta	GCA_001592385	CP010874.1	141984	142896	163	ribokinase	http://purl.uniprot.org/uniparc/UPI00005C83AA
GCA-001592385-protein2010.fasta	GCA_001592385	CP010874.1	2036522	2037395	2010	Serine dehydratase	http://purl.uniprot.org/uniprot/A0A0H1LW63
GCA-000689235-protein861.fasta	GCA_000689235	HG939456.1	917542	918946	861	DNA segregation ATPase FtsK/SpoIIIE	http://purl.uniprot.org/uniprot/A0A1D4QRF8
GCA-000007265-protein584.fasta	GCA_000007265	AE009948.1	594902	595232	584	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1JAW7
GCA-000599965-protein526.fasta	GCA_000599965	CP007482.1	524232	524868	526	Hydroxyacylglutathione hydrolase	http://purl.uniprot.org/uniprot/A0A0G9JF85
GCA-001026925-protein820.fasta	GCA_001026925	CP010867.1	865625	867887	820	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1HST2
GCA-001026925-protein837.fasta	GCA_001026925	CP010867.1	881415	883362	837		
GCA-001683515-protein3604.fasta	GCA_001683515	CP016391.1	1791125	1793378	3604	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	http://purl.uniprot.org/uniparc/UPI0002DC37E4
GCA-000831105-protein1218.fasta	GCA_000831105	CP007572.1	1279306	1280968	1218	Ribonuclease J	http://purl.uniprot.org/uniprot/Q8E4Y3
GCA-000689235-protein1211.fasta	GCA_000689235	HG939456.1	1281029	1281302	1211	30S ribosomal protein S16	http://purl.uniprot.org/uniprot/E7S3L7
GCA-000782855-protein2526.fasta	GCA_000782855	CP006910.1	560700	562293	2526		
GCA-000007265-protein1345.fasta	GCA_000007265	AE009948.1	1392878	1393238	1345	50S ribosomal protein L20	http://purl.uniprot.org/uniprot/E7S3J2
GCA-000831105-protein611.fasta	GCA_000831105	CP007572.1	620512	621415	611	Phage capsid protein	http://purl.uniprot.org/uniprot/A0A1F0CHU7
GCA-001592385-protein1415.fasta	GCA_001592385	CP010874.1	1461144	1462359	1415	amidohydrolase	http://purl.uniprot.org/uniparc/UPI0003050A93
GCA-000007265-protein1993.fasta	GCA_000007265	AE009948.1	2042411	2042951	1993	Transcription termination/antitermination protein NusG	http://purl.uniprot.org/uniprot/F8Y3P1
GCA-000782855-protein3272.fasta	GCA_000782855	CP006910.1	1330401	1331622	3272	Peptidase T	http://purl.uniprot.org/uniprot/A0A0H1FAB3
GCA-001592385-protein1421.fasta	GCA_001592385	CP010874.1	1469230	1470064	1421	Metal ion ABC transporter, permease protein	http://purl.uniprot.org/uniprot/E7S347
GCA-001026925-protein864.fasta	GCA_001026925	CP010867.1	916768	918679	864	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8Y022
GCA-000007265-protein540.fasta	GCA_000007265	AE009948.1	563949	564699	540	Antirepressor	http://purl.uniprot.org/uniprot/A0A1F0CIE0
GCA-000782855-protein3242.fasta	GCA_000782855	CP006910.1	1303554	1304802	3242	ABC transporter permease	http://purl.uniprot.org/uniprot/S9KIZ9
GCA-000831145-protein579.fasta	GCA_000831145	CP007570.1	614702	622778	579		
GCA-001190885-protein3266.fasta	GCA_001190885	CP011329.1	1481748	1482900	3266	glycosyltransferase family 1 protein	http://purl.uniprot.org/uniparc/UPI000682A888
GCA-000302475-protein1437.fasta	GCA_000302475	CP003919.1	1449927	1450320	1437		
GCA-000427075-protein2680.fasta	GCA_000427075	HF952105.1	660086	660854	2680	collagen-like protein	http://purl.uniprot.org/uniparc/UPI000332E4EF
GCA-000427055-protein844.fasta	GCA_000427055	HF952106.1	866609	866933	844		
GCA-000007265-protein173.fasta	GCA_000007265	AE009948.1	196601	196886	173	DUF4651 domain-containing protein	http://purl.uniprot.org/uniprot/A0A075N1J4
GCA-000007265-protein955.fasta	GCA_000007265	AE009948.1	993613	994294	955	Response regulator receiver domain protein	http://purl.uniprot.org/uniprot/E7S4G2
GCA-000007265-protein331.fasta	GCA_000007265	AE009948.1	357345	358317	331	3-oxoacyl-[acyl-carrier-protein] synthase 3	http://purl.uniprot.org/uniprot/P64112
GCA-000427035-protein3323.fasta	GCA_000427035	HF952104.1	1603318	1604182	3323	DNA polymerase III delta prime subunit	http://purl.uniprot.org/uniprot/A0A076YZJ9
GCA-001592385-protein519.fasta	GCA_001592385	CP010874.1	513198	513777	519	DUF1027 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002BB79E5
GCA-000196055-protein401.fasta	GCA_000196055	AL732656.1	417116	417374	401	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CM70
GCA-000007265-protein1231.fasta	GCA_000007265	AE009948.1	1275138	1275759	1231	Cadmium resistance transporter, putative	http://purl.uniprot.org/uniprot/Q8DZ55
GCA-001592385-protein2046.fasta	GCA_001592385	CP010874.1	2073854	2074430	2046	Peptidyl-tRNA hydrolase	http://purl.uniprot.org/uniprot/Q3K419
GCA-001655175-protein1309.fasta	GCA_001655175	CP015976.1	1307755	1309372	1309		
GCA-000196055-protein1342.fasta	GCA_000196055	AL732656.1	1388798	1391039	1342	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4Q9
GCA-000196055-protein1748.fasta	GCA_000196055	AL732656.1	1806454	1806898	1748	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8FU92
GCA-000730215-protein3306.fasta	GCA_000730215	CP007631.2	1362106	1362529	3306	Polyketide cyclase	http://purl.uniprot.org/uniprot/A0A0E1ENN2
GCA-001592385-protein1409.fasta	GCA_001592385	CP010874.1	1454581	1455388	1409		
GCA-001026925-protein231.fasta	GCA_001026925	CP010867.1	245946	247848	231	Type III restriction-modification system methylation subunit	http://purl.uniprot.org/uniprot/A0A0G9JK74
GCA-000007265-protein1031.fasta	GCA_000007265	AE009948.1	1072107	1072956	1031	Lipoate--protein ligase	http://purl.uniprot.org/uniprot/A0A1F0CFE0
GCA-001448985-protein213.fasta	GCA_001448985	CP013202.1	233222	234614	213	AAA family ATPase	http://purl.uniprot.org/uniprot/A0A1F0RD56
GCA-001448985-protein579.fasta	GCA_001448985	CP013202.1	604326	605058	579	Dimethyladenosine transferase	http://purl.uniprot.org/uniprot/A0A0E9EPM1
GCA-000831105-protein166.fasta	GCA_000831105	CP007572.1	187689	188835	166	Integrase	http://purl.uniprot.org/uniprot/A0A1A9DYR5
GCA-001592425-protein3102.fasta	GCA_001592425	CP010875.1	1096534	1097200	3102		
GCA-000782855-protein2730.fasta	GCA_000782855	CP006910.1	763170	764094	2730	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB9A1F
GCA-000689235-protein927.fasta	GCA_000689235	HG939456.1	986938	988423	927	Carbon starvation protein CstA	http://purl.uniprot.org/uniprot/E7S4D0
GCA-000831105-protein1545.fasta	GCA_000831105	CP007572.1	1627656	1628748	1545	Phosphoserine aminotransferase	http://purl.uniprot.org/uniprot/Q8E3Y3
GCA-000007265-protein923.fasta	GCA_000007265	AE009948.1	958977	960027	923	Membrane protein	http://purl.uniprot.org/uniprot/A0A075N4B9
GCA-000007265-protein1446.fasta	GCA_000007265	AE009948.1	1504720	1504957	1446	Preprotein translocase subunit SecG	http://purl.uniprot.org/uniprot/F8Y233
GCA-000730215-protein3281.fasta	GCA_000730215	CP007631.2	1331302	1331827	3281	Thiamine kinase	http://purl.uniprot.org/uniprot/A0A0E9EP51
GCA-000782855-protein2983.fasta	GCA_000782855	CP006910.1	1038733	1039039	2983	DUF4176 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002BBFEE0
GCA-000831105-protein680.fasta	GCA_000831105	CP007572.1	697034	697325	680	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9E017
GCA-001266635-protein555.fasta	GCA_001266635	CP010319.1	573706	574228	555	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BAE09F
GCA-000427055-protein635.fasta	GCA_000427055	HF952106.1	645229	645835	635	DNA-binding response regulator	http://purl.uniprot.org/uniparc/UPI000332D8F3
GCA-001592385-protein523.fasta	GCA_001592385	CP010874.1	517379	519119	523	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0002EEEC8F
GCA-000012705-protein3795.fasta	GCA_000012705	CP000114.1	1758740	1759049	3795	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EJA9
GCA-000427055-protein1391.fasta	GCA_000427055	HF952106.1	1426303	1429507	1391		
GCA-000427075-protein2886.fasta	GCA_000427075	HF952105.1	864723	865392	2886		
GCA-000427055-protein594.fasta	GCA_000427055	HF952106.1	602634	603792	594		
GCA-001592385-protein884.fasta	GCA_001592385	CP010874.1	906496	906757	884	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EGZ8
GCA-000007265-protein64.fasta	GCA_000007265	AE009948.1	80950	81157	64	50S ribosomal protein L29	http://purl.uniprot.org/uniprot/Q1JE50
GCA-000730215-protein2350.fasta	GCA_000730215	CP007631.2	378521	379829	2350	Transporter	http://purl.uniprot.org/uniprot/A0A1F0CA35
GCA-000730215-protein4031.fasta	GCA_000730215	CP007631.2	2088740	2091293	4031	Peptidoglycan linked protein	http://purl.uniprot.org/uniprot/A0A0E1EJZ1
GCA-000831105-protein679.fasta	GCA_000831105	CP007572.1	696241	696835	679	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9E059
GCA-001448985-protein1866.fasta	GCA_001448985	CP013202.1	1942732	1943059	1866	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y3H4
GCA-000831125-protein2759.fasta	GCA_000831125	CP007571.1	633980	634448	2759		
GCA-000782855-protein3255.fasta	GCA_000782855	CP006910.1	1315357	1316572	3255	Probable tRNA sulfurtransferase	http://purl.uniprot.org/uniprot/Q8E4F9
GCA-000730255-protein28.fasta	GCA_000730255	CP007632.1	44707	46258	28	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH	http://purl.uniprot.org/uniparc/UPI00005C8905
GCA-000831105-protein1377.fasta	GCA_000831105	CP007572.1	1448198	1448993	1377	Iron ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1A9E247
GCA-000599965-protein934.fasta	GCA_000599965	CP007482.1	944290	944863	934	Membrane protein	http://purl.uniprot.org/uniprot/S8HQF0
GCA-000782855-protein2956.fasta	GCA_000782855	CP006910.1	1012958	1013354	2956		
GCA-000427055-protein620.fasta	GCA_000427055	HF952106.1	626317	626755	620	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0T8BJY0
GCA-000831125-protein2249.fasta	GCA_000831125	CP007571.1	122376	122970	2249	DNA-directed RNA polymerase subunit delta	http://purl.uniprot.org/uniparc/UPI0004EDA018
GCA-001592385-protein1545.fasta	GCA_001592385	CP010874.1	1579593	1581036	1545	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	http://purl.uniprot.org/uniparc/UPI0003191EAE
GCA-000599965-protein698.fasta	GCA_000599965	CP007482.1	701150	702245	698	Carbohydrate diacid regulator	http://purl.uniprot.org/uniprot/F8XZT4
